"","start","end","today","diviceid","titre_entretien","date_enquete","enqueteur","admin1_enquete","admin2_enquete","admin3_enquete","localite_enquete_realise","admin1_localite","admin2_localite","admin3_localite","nom_localite_renseigne","autre","source_info","source_info_autre","genre_informateur","age_informateur","statut_deplacement_informateur","source_info_localite","source_info_localite_autre","moyen_communication_contact","moyen_communication_contact_autre","info_dernier_mois","info_localite_habite","Maintenant_nous_allo_personnes_deplac_es","large_deplacement_population","raison_deplacement","raison_deplacement_autre","idp_site","idp_famille_accueil","proportion_deplaces","date_dernier_idp","provenance_dernier_idp","provenance_dernier_idp_prefecture","provenance_dernier_idp_sous_prefecture","raison_presence","raison_presence_autre","condition_retour","condition_retour_autre","Maintenant_nous_allo_personnes_retourn_es","retourne_dernier_mois","date_retour","provenance_dernier_retourne","provenance_dernier_retourne_prefecture","provenance_dernier_retourne_sous_prefecture","Maintenant_nous_allo_ns_sur_les_rapatri_s","presence_rapatries","date_retour_rapatries","provenance_rapatries","provenance_rapatries_pays","provenance_dernier_rapaties_autre","raison_rapatriement","raison_rapatriement_autre","Maintenant_nous_allo_s_curit_alimentaire","acces_nourriture","raison_inaccessible","raison_inacessible_autre","strategie_survie","strategie_survie/aucun","strategie_survie/vente_actifs_nonproductifs","strategie_survie/vente_actifs_productif","strategie_survie/reduire_depenses_nonalim","strategie_survie/emprunter_argent_nourriture","strategie_survie/vente_maison_champs","strategie_survie/activités_illegales","strategie_survie/mendier","strategie_survie/consommer_semences","strategie_survie/autre","strategie_survie/nsp","strategie_survie_autre","marche_fonctionnel","marche_fonctionnel_acces","marche_fonctionnel_prix","assistance_alimentaire","Maintenant_nous_allo_ion_sur_la_nutrition","malnutri_moins_cinq_ans","malnutri_plus_cinq_ans","acces_centre_prise_en_charge_malnutri","programme_alimentaire_article_nutritionnel","Maintenant_nous_allo_s_moyens_d_existence","depense_alimentation","source_revenu","source_revenu_autre","revenu_moyen","acces_terre","barriere_agriculture","barriere_agriculture_autre","possession_betail","type_betail","epidemie_betail","assistance_agricole","Maintenant_nous_all_uestions_sur_la_sant","pb_sante_moins_cinq_ans","pb_sante_moins_cinq_ans_autre","pb_sante_plus_cinq_ans","pb_sante_plus_cinq_ans_autre","cause_deces","cause_deces_autre","comparaison_deces","lieu_accouchement","lieu_accouchement_autre","raison_accouchement_maison","raison_accouchement_maison_autre","service_sante_distance_marche","lieu_soin_choisi","lieu_soin_choisi_autre","service_sante_duree_marche","service_sante_acces","service_sante_barriere","service_sante_barriere_autre","assistance_service_sante","Mainteneant_nous_all_ns_sur_la_protection","incident_mort","incident_pillage","sentiment_securite","risque_protection_fille","risque_protection_fille_autre","risque_protection_garcon","risque_protection_garcon_autre","risque_protection_femme","risque_protection_femme_autre","risque_protection_homme","risque_protection_homme_autre","mineurs_separes","mineurs_separes_raison","mineurs_separes_raison_autre","relation_idp_hote","assistance_protection","assistance_protection_autre","programme_protection_assistance","Maintenant_nous_allo_les_NFI_et_les_abris","type_abris_hote","type_abris_hote_autre","type_abris_refugie_idp","type_abris_refugie_idp_autre","type_abris_retourne_rapatrie","type_abris_retourne_rapatrie_autre","materiaux_dispo","paille","tole","bache","corde","bois","brique_cuite","brique_non_cuite","fer","ciment","nfi_001","couverture","seau","bidon","kit_cuisine","moustiquaire","couchage","bache_001","habit","savon","programme_assistance_abris_nfi","Maintenant_nous_allo_ns_relatives_l_eau","source_eau_boire","source_eau_boire_autre","source_eau_usage","source_eau_usage_autre","source_eau_temp_boire","source_eau_temp_usage","source_eau_saison_seche_boire","source_eau_saison_seche_usage","acces_eau","acces_eau_barriere","acces_eau_barriere_autre","Maintenant_nous_allo_au_lavage_des_mains","infra_sanitaire_utilise","infra_sanitaire_utilise_autre","dispositif_lavage_main","programme_assistance_eha","Maintenant_nous_allo_tions_sur_l_ducation","service_education_fonctionnel","service_education_dispo","service_education_indispo","service_education_indispo_autre","service_education_indispo_insecurite","service_education_indispo_insecurite_autre","participation_fille","participation_garcon","participation_fille_ado","participation_garcon_ado","acces_education_barriere","acces_education_barriere_autre","programme_assistance_education","Maintenant_nous_allo_ismes_de_redevabilit","source_info_confiance","source_info_confiance_autre","radio_fonctionnelle","station_radio_fonctionnelle","reseau_tel_fonctionnel","reseau_tel_fonctionnel_rupture","besoins_prioritaires","priorite_un","priorite_deux","priorite_trois","Maintenant_nous_allo_n_de_notre_entretien","ki_zone","ki_zone_contact","participation_focus_group","entretien_prochain_mois","entretien_prochain_mois_contact","final_enquete","__version__","_id","_uuid","_submission_time","_validation_status","_index"
"38",,,,,,,,,,,,"basse_kotto","mingala","kotto","kpanga_4",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"assistance_humanitaire",,,"non","faible_rendement",,,"0","0","0","0","1","0","0","0","1","0","0",,"non",,,"non",,"oui","oui","oui","oui",,"moins_moitie","AC",,"AC","oui","AC",,"oui","petit","oui","non",,"malnutrition",,"palu",,"maladie",,"non","maison",,"AC",,"oui","AC",,"AC","pas_suffisant","AC",,"oui",,"non","non","non","aucun",,"aucun",,"aucun",,"aucun",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"oui","non","non","non","non","non","non","non","non",,"oui","non","non","non","non","non","non","oui","oui","non",,"AC",,"AC",,"inf_trente_min","AC","oui","oui","pas_suffisant","insuffisance_recipient",,,"latrine_non_acceptable",,"non","non",,"non",,"manque_enseignant",,,,,,,,,,"non",,"leaders_tradition",,"oui","non","non",,,"sante","education","AC",,,,,,,,,,,,,
"39",,,,,,,,,,,,"basse_kotto","mingala","kotto","mbo-pouloubou",,,,,,,,,,,,,,"non",,,"non","oui","minorite","6_dernier_mois","oui","basse_kotto","mingala","conflits_armes",,"securite",,,"oui","6_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"meilleure_secu",,,"non","secu",,,"AC","0","0","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","oui","oui",,"moins_moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"palu",,"rougeole",,"maladie",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"inf_trente_min","pas_suffisant","existence_infra",,"non",,"non","oui","non","AC",,"menaces_ga",,"aucun",,"aucun",,"oui","AC",,"bonne","autorite_locale",,"non",,"AC",,"urgence",,"urgence",,,"oui","non","non","AC","non","non","non","non","non",,"non","non","non","non","non","non","non","non","oui","non",,"source_amenagee",,"source_amenagee",,"inf_trente_min","inf_trente_min","non","non","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","etape",,,,,"moins_moitie","moins_moitie","moins_moitie","AC","finances",,"non",,"leaders_tradition",,"non","non","non",,,"sante","education","secal",,,,,,,,,,,,,
"40",,,,,,,,,,,,"basse_kotto","mingala","kotto","pago_1",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","basse_kotto","alindao",,"non",,,,,"assistance_humanitaire",,,"oui",,,,"0","0","0","0","1","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","oui","oui","non",,"moins_moitie","transformation_mine",,"aucun","oui","manque_semence_outils",,"oui","petit","oui","non",,"diarrhee",,"palu",,"accident",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"inf_trente_min","pas_suffisant","ressource_financiere",,"non",,"non","non","oui","aucun",,"violence_domestique",,"aucun",,"aucun",,"oui","avec_autre_famille",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"oui","non","non","non","non","non","non","non","non",,"oui","oui","oui","oui","non","oui","oui","oui","oui","non",,"source_amenagee",,"source_amenagee",,"sup_soixante_min","sup_soixante_min","oui","oui","pas_suffisant","insuffisance_recipient",,,"defecation_air_libre",,"non","oui",,"oui","publique",,,,,"presque_aucun","presque_aucun","moins_moitie","moins_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"log","secal","nfi",,,,,,,,,,,,,
"41",,,,,,,,,,,,"basse_kotto","mingala","kotto","porongbo",,,,,,,,,,,,,,"non",,,"non","AC",,,,,,,,,,,"oui","3_dernier_mois","oui","basse_kotto","AC",,"non",,,,,"famille",,,"non","destruction_combat",,,"AC","0","0","0","0","0","0","0","0","0","0",,"AC",,,"non",,"oui","oui","non","AC",,"moins_moitie","agriculture",,"AC","oui","manque_semence_outils",,"oui","petit","oui","non",,"AC",,"palu",,"maladie",,"oui","maison",,"manque_personnel",,"oui","poste_sante",,"inf_demie_journee","pas_suffisant","medicament_indispo",,"non",,"non","oui","non","aucun",,"aucun",,"aucun",,"aucun",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"AC",,,,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","AC","non",,"source_non_amenagee",,"source_non_amenagee",,"AC","inf_trente_min","AC","AC","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"moins_moitie","majorite","AC","plus_moitie","finances",,"non",,"leaders_tradition",,"AC","non","non",,,"AC","eha","education",,,,,,,,,,,,,
"42",,,,,,,,,,,,"basse_kotto","mingala","kotto","tchola",,,,,,,,,,,,,,"non",,,"non","oui","minorite","3_dernier_mois","oui","basse_kotto","mingala","conflits_armes",,"securite",,,"oui","6_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"meilleure_secu",,,"non","destruction_combat",,,"1","0","0","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"toux",,"rougeole",,"maladie",,"oui","maison",,"manque_personnel",,"oui","poste_sante",,"inf_demie_journee","pas_suffisant","existence_infra",,"non",,"non","oui","non","mariage_force",,"menaces_ga",,"violence_sexuelle",,"menaces_ga",,"oui","recherche_travail",,"bonne","autorite_locale",,"non",,"urgence",,"urgence",,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","non","non","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","etape",,,,,"presque_aucun","presque_aucun","moins_moitie","moins_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"sante","eha","education",,,,,,,,,,,,,
"43",,,,,,,,,,,,"basse_kotto","mingala","kotto","tocho",,,,,,,,,,,,,,"non",,,"non","oui","minorite","6_dernier_mois","oui","basse_kotto","mingala","conflits_armes",,"securite",,,"oui","3_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"famille",,,"non","secu",,,"0","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"toux",,"rougeole",,"conflit_arme",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"inf_demie_journee","pas_suffisant","existence_infra",,"non",,"non","oui","non","violence_sexuelle",,"menaces_ga",,"violence_sexuelle",,"menaces_ga",,"oui","recherche_travail",,"bonne","autorite_locale",,"non",,"urgence",,"urgence",,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","non","non","insuffisant","indispo_source",,,"defecation_air_libre_cours_eau",,"non","non",,"oui","etape",,,,,"presque_aucun","presque_aucun","presque_aucun","presque_aucun","finances",,"non",,"leaders_tradition",,"non","non","non",,,"sante","eha","education",,,,,,,,,,,,,
"44",,,,,,,,,,,,"basse_kotto","mingala","kotto","yogbo",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","basse_kotto","kembe",,"non",,,,,"assistance_humanitaire",,,"non","faible_rendement",,,"0","0","0","1","1","1","0","0","0","0","0",,"non",,,"non",,"oui","oui","oui","non",,"moins_moitie","transformation_mine",,"nsp","oui","manque_semence_outils",,"oui","petit","oui","non",,"diarrhee",,"rougeole",,"maladie",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"demie_journee","pas_suffisant","ressource_financiere",,"non",,"non","non","oui","aucun",,"aucun",,"aucun",,"aucun",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"oui","non","non","non","non","oui","oui","non","non",,"oui","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"riviere",,"sup_soixante_min","sup_soixante_min","oui","oui","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"non",,"manque_enseignant",,,,,,,,,,"non",,"leaders_tradition",,"non","non","non",,,"sante","education","secal",,,,,,,,,,,,,
"45",,,,,,,,,,,,"basse_kotto","mingala","seliba","bada_1",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"qualite_vie",,,"non","faible_rendement",,,"0","0","0","0","1","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","oui","oui","non",,"nsp","petit_commerce",,"aucun","oui","manque_semence_outils",,"non",,,"non",,"malnutrition",,"rougeole",,"maladie",,"non","maison",,"manque_cs",,"non",,,,"nsp",,,"non",,"non","non","oui","aucun",,"aucun",,"aucun",,"aucun",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"oui","non","non","non","non","oui","oui","non","non",,"oui","oui","non","non","non","non","non","non","oui","non",,"source_non_amenagee",,"puit_non_protege",,"inf_quinze_min","inf_soixante_min","non","non","pas_suffisant","insuffisance_recipient",,,"latrine_non_acceptable",,"non","non",,"non",,"destruction_combat",,,,,,,,,,"non",,"leaders_tradition",,"non","non","non",,,"sante","education","secal",,,,,,,,,,,,,
"46",,,,,,,,,,,,"basse_kotto","mingala","seliba","batangagou",,,,,,,,,,,,,,"non",,,"non","oui","minorite","AC","oui","basse_kotto","mingala","AC",,"securite",,,"oui","AC","oui","basse_kotto","AC",,"AC",,,,,"meilleure_secu",,,"non","destruction_combat",,,"1","0","AC","0","0","0","0","0","0","0","0",,"oui","AC","oui","non",,"oui","oui","non","non",,"AC","AC",,"inf_dix","oui","AC",,"AC",,,"non",,"diarrhee",,"palu",,"maladie",,"AC","maison",,"AC",,"non",,,,"pas_suffisant","AC",,"non",,"oui","non","oui","AC",,"AC",,"aucun",,"aucun",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"AC",,"habitat_long_terme",,"AC",,"AC",,,"AC","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"AC",,"inf_quinze_min","inf_quinze_min","non","AC","pas_suffisant","indispo_source",,,"latrine_non_acceptable",,"non","AC",,"oui","AC",,,,,"plus_moitie","majorite","AC","AC","AC",,"non",,"leaders_tradition",,"non","non","non",,,"secal","sante","AC",,,,,,,,,,,,,
"47",,,,,,,,,,,,"basse_kotto","mingala","seliba","bingui",,,,,,,,,,,,,,"AC",,,"AC","AC",,,,,,,,,,,"oui","6_dernier_mois","oui","basse_kotto","alindao",,"non",,,,,"AC",,,"non","faible_rendement",,,"0","0","1","0","0","0","0","0","AC","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"AC","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"malnutrition",,"palu",,"maladie",,"AC","maison",,"manque_personnel",,"oui","poste_sante",,"inf_demie_journee","pas_suffisant","AC",,"non",,"non","oui","oui","mariage_force",,"AC",,"aucun",,"aucun",,"oui","AC",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","AC","non",,"source_non_amenagee",,"AC",,"inf_quinze_min","inf_quinze_min","non","non","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"AC",,,,,,,,,,,,"non",,"leaders_tradition",,"non","non","non",,,"sante","eha","education",,,,,,,,,,,,,
"48",,,,,,,,,,,,"basse_kotto","mingala","seliba","gpt_bana_oya",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","6_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"meilleure_secu",,,"non","faible_rendement",,,"1","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"majorite","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"oui","maison",,"manque_personnel",,"oui","centre_sante",,"inf_demie_journee","pas_suffisant","medicament_indispo",,"non",,"non","non","non","mariage_force",,"separation_familiale",,"aucun",,"aucun",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"riviere",,"inf_trente_min","inf_soixante_min","non","oui","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"plus_moitie","majorite","aucun","moins_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"sante","education","nfi",,,,,,,,,,,,,
"49",,,,,,,,,,,,"basse_kotto","mingala","seliba","gpt_hodjo",,,,,,,,,,,,,,"non",,,"non","oui","minorite","6_dernier_mois","oui","basse_kotto","mingala","conflits_armes",,"securite",,,"oui","3_dernier_mois","oui","basse_kotto","mingala",,"non",,,,,"famille",,,"non","secu",,,"1","0","0","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"palu",,"toux",,"maladie",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"inf_heure","pas_suffisant","existence_infra",,"non",,"non","oui","non","mariage_force",,"menaces_ga",,"violence_sexuelle",,"harcelement",,"oui","recherche_travail",,"bonne","autorite_locale",,"non",,"urgence",,"urgence",,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"source_amenagee",,"inf_trente_min","inf_trente_min","non","non","pas_suffisant","distance",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"moins_moitie","moins_moitie","presque_aucun","moins_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"sante","eha","education",,,,,,,,,,,,,
"50",,,,,,,,,,,,"basse_kotto","mingala","seliba","lamanga",,,,,,,,,,,,,,"non",,,"non","oui","minorite","6_dernier_mois","oui","basse_kotto","mingala","conflits_armes",,"securite",,,"oui","AC","oui","basse_kotto","mingala",,"non",,,,,"famille",,,"non","AC",,,"0","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","manque_moyens",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"oui","maison",,"manque_cs",,"oui","centre_sante",,"inf_demie_journee","pas_suffisant","existence_infra",,"non",,"oui","oui","non","mariage_force",,"menaces_ga",,"violence_sexuelle",,"menaces_ga",,"oui","recherche_travail",,"bonne","autorite_locale",,"non",,"AC",,"urgence",,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","non","non","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"AC","presque_aucun","AC","presque_aucun","finances",,"non",,"leaders_tradition",,"non","non","non",,,"sante","eha","education",,,,,,,,,,,,,
"51",,,,,,,,,,,,"basse_kotto","mingala","seliba","ngawo",,,,,,,,,,,,,,"non",,,"non","oui","minorite","derniere_annee","oui","basse_kotto","kembe","conflits_armes",,"securite",,,"oui","6_dernier_mois","oui","basse_kotto","alindao",,"non",,,,,"famille",,,"non","destruction_combat",,,"1","1","0","0","0","0","0","0","0","0","0",,"oui","non","oui","non",,"oui","oui","oui","oui",,"moins_moitie","transformation_mine",,"inf_dix","oui","manque_moyens",,"oui","petit","oui","non",,"palu",,"diarrhee",,"maladie",,"non","maison",,"maternite_trop_chere",,"non",,,,"pas_suffisant","existence_infra",,"non",,"non","non","non","aucun",,"aucun",,"aucun",,"aucun",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"habitat_long_terme",,"habitat_long_terme",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","oui","non",,"puit_non_protege",,"source_non_amenagee",,"inf_quinze_min","inf_trente_min","non","non","pas_suffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"oui","publique",,,,,"moins_moitie","plus_moitie","moins_moitie","plus_moitie","enseignants_qualifiés",,"non",,"leaders_tradition",,"non","non","non",,,"secal","education","eha",,,,,,,,,,,,,
"52",,,,,,,,,,,,"basse_kotto","mingala","seliba","segnere_1",,,,,,,,,,,,,,"non",,,"non","oui","AC","6_dernier_mois","oui","basse_kotto","mingala","AC",,"securite",,,"oui","AC","oui","basse_kotto","mingala",,"non",,,,,"meilleure_secu",,,"non","AC",,,"AC","0","AC","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"AC","agriculture",,"AC","oui","manque_semence_outils",,"oui","petit","oui","non",,"malnutrition",,"AC",,"maladie",,"AC","maison",,"AC",,"oui","AC",,"AC","pas_suffisant","AC",,"non",,"non","oui","non","AC",,"AC",,"AC",,"AC",,"oui","AC",,"bonne","autorite_locale",,"non",,"AC",,"urgence",,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","AC","non",,"source_non_amenagee",,"AC",,"AC","inf_trente_min","non","AC","pas_suffisant","AC",,,"defecation_air_libre",,"non","non",,"AC",,,,,,,,,,,,"non",,"leaders_tradition",,"AC","non","non",,,"sante","AC","AC",,,,,,,,,,,,,
"53",,,,,,,,,,,,"basse_kotto","mingala","siriki","atakossi",,,,,,,,,,,,,,"nsp",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","basse_kotto","kembe",,"non",,,,,"assistance_humanitaire",,,"non","destruction_combat",,,"0","0","0","0","1","0","0","1","1","0","0",,"non",,,"non",,"oui","oui","non","non",,"moins_moitie","transformation_mine",,"nsp","oui","manque_semence_outils",,"non",,,"non",,"diarrhee",,"toux",,"maladie",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"inf_demie_journee","pas_suffisant","medicament_indispo",,"non",,"non","non","oui","aucun",,"aucun",,"aucun",,"aucun",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"urgence",,,"oui","non","non","oui","non","oui","oui","non","non",,"oui","non","non","non","oui","non","non","oui","oui","non",,"riviere",,"riviere",,"sup_soixante_min","sup_soixante_min","oui","oui","pas_suffisant","insecurite",,,"latrine_non_acceptable",,"non","non",,"non",,"destruction_combat",,,,,,,,,,"non",,"leaders_tradition",,"non","non","non",,,"sante","nfi","abris",,,,,,,,,,,,,
"54",,,,,,,,,,,,"basse_kotto","mingala","siriki","banda_2",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","6_dernier_mois","oui","basse_kotto","alindao",,"non",,,,,"meilleure_secu",,,"oui",,,,"1","0","0","0","0","0","0","0","1","0","0",,"oui","oui","non","non",,"oui","oui","oui","nsp",,"majorite","agriculture",,"aucun","oui","manque_semence_outils",,"oui","petit","oui","non",,"malnutrition",,"palu",,"maladie",,"oui","centre_sante",,,,"oui","centre_sante",,"inf_heure","pas_suffisant","medicament_indispo",,"oui",,"oui","non","oui","mariage_force",,"recrutement_force",,"nsp",,"travail_force",,"oui","perdu_pendant_deplacement",,"bonne","admin_legale",,"non",,"habitat_long_terme",,,,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","oui","non","non","non","non","non","non","non",,"source_non_amenagee",,"riviere",,"inf_soixante_min","inf_soixante_min","non","oui","pas_suffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"oui","publique",,,,,"plus_moitie","moins_moitie","presque_aucun","presque_aucun","enseignants_qualifiés",,"oui",,"fonctionnaire_gouv",,"non","non","non",,,"eha","education","nfi",,,,,,,,,,,,,
"55",,,,,,,,,,,,"basse_kotto","mingala","siriki","banda_3",,,,,,,,,,,,,,"non",,,"non","oui","moitie","derniere_annee","oui","basse_kotto","mingala","conflits_armes",,"securite",,,"oui","plus_de_un_an","oui","basse_kotto","kembe",,"non",,,,,"famille",,,"non","destruction_combat",,,"1","0","0","0","0","0","0","0","0","0","0",,"oui","non","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","manque_moyens",,"non",,,"non",,"palu",,"toux",,"maladie",,"oui","maison",,"maternite_trop_chere",,"oui","centre_sante",,"inf_demie_journee","pas_suffisant","existence_infra",,"non",,"non","non","oui","aucun",,"aucun",,"aucun",,"aucun",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"habitat_long_terme",,"habitat_long_terme",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","non","non","pas_suffisant","indispo_source",,,"toilette_latrine_acceptable",,"non","non",,"oui","publique",,,,,"plus_moitie","majorite","plus_moitie","majorite","kits_scolaires",,"non",,"leaders_tradition",,"non","non","non",,,"nfi","education","secal",,,,,,,,,,,,,
"56",,,,,,,,,,,,"basse_kotto","mingala","siriki","banda_4",,,,,,,,,,,,,,"non",,,"non","oui","minorite","derniere_annee","oui","basse_kotto","mingala","conflits_communautaire",,"securite",,,"oui","derniere_annee","oui","basse_kotto","mingala",,"oui","6_dernier_mois","oui","rdc",,"meilleure_secu",,,"non","augmentation_pop",,,"0","0","1","0","0","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","oui","non","oui",,"majorite","peche_chasse",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"malnutrition",,"palu",,"maladie",,"non","maison",,"manque_cs",,"oui","centre_sante",,"demie_journee","pas_suffisant","ressource_financiere",,"oui",,"non","oui","non","mariage_force",,"incident_transhumance",,"aucun",,"tention_communautaire",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"urgence",,"urgence",,,"non","non","non","non","non","non","non","non","non",,"non","non","non","non","non","non","non","non","non","non",,"source_non_amenagee",,"puit_non_protege",,"inf_quinze_min","inf_quinze_min","non","oui","pas_suffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"oui","publique",,,,,"moins_moitie","majorite","aucun","majorite","finances",,"non",,"leaders_tradition",,"non","non","non",,,"subsistance","secal","sante",,,,,,,,,,,,,
"57",,,,,,,,,,,,"basse_kotto","mingala","siriki","bango_4",,,,,,,,,,,,,,"non",,,"non","AC",,,,,,,,,,,"oui","AC","oui","basse_kotto","mingala",,"non",,,,,"AC",,,"AC",,,,"0","0","AC","0","0","0","0","AC","AC","0","0",,"AC",,,"non",,"oui","oui","non","AC",,"moins_moitie","AC",,"inf_dix","oui","manque_semence_outils",,"oui","AC","oui","non",,"AC",,"AC",,"AC",,"AC","maison",,"AC",,"oui","AC",,"AC","pas_suffisant","AC",,"non",,"non","oui","non","AC",,"AC",,"AC",,"AC",,"oui","AC",,"bonne","autorite_locale",,"non",,"AC",,,,"urgence",,,"AC","non","non","AC","non","AC","AC","non","non",,"AC","non","non","AC","non","AC","non","AC","AC","non",,"AC",,"AC",,"AC","inf_trente_min","AC","AC","AC",,,,"defecation_air_libre",,"AC","AC",,"oui","publique",,,,,"AC","AC","AC","AC","AC",,"non",,"leaders_tradition",,"AC","non","non",,,"AC","AC","AC",,,,,,,,,,,,,
